ArticleURL,Authors,Title,Year,Source,Publisher,CitesURL,FullTextURL,Cites,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,RelatedURL
,SG Stirrup,Mastery Grading for Equity in a Chemistry for Engineers Course,2023,2023 ASEE Annual Conference &Exposition,,,,0,29,8/15/24 20:39,CITATION,,,,,,,,0,0,0,1,1,,https://scholar.google.com/scholar?q=related:EKXMxJTMDSoJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://dl.acm.org/doi/abs/10.1145/3437914.3437973,"E Hegarty-Kelly, DA Mooney",Analysis of an automatic grading system within first year computer science programming modules,2021,… on Computing Education Practice,dl.acm.org,https://scholar.google.com/scholar?cites=14790546159466978619&as_sdt=2005&sciodt=2007&hl=en,https://dl.acm.org/doi/pdf/10.1145/3437914.3437973,27,114,8/15/24 20:39,,10.1145/3437914.3437973,,,,,,,27,9,14,2,3,"… grading systems are useful for ensuring equity of grading of … We analyse the use of an automatic grading system within … , while providing automatic grading and feedback. Evaluation …",https://scholar.google.com/scholar?q=related:Ox0MTV6TQs0J:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://journals.asm.org/doi/abs/10.1128/jmbe.00200-21,"SD Katzman, J Hurst-Kennedy, A Barrera, ...",The effect of specifications grading on students' learning and attitudes in an undergraduate-level cell biology course,2021,… of Microbiology & …,Am Soc Microbiol,https://scholar.google.com/scholar?cites=13124143650264821206&as_sdt=2005&sciodt=2007&hl=en,https://journals.asm.org/doi/pdf/10.1128/jmbe.00200-21,25,5,8/15/24 20:39,,10.1128/jmbe.00200-21,,,,,,,25,8.33,6,4,3,"… We designed a specs grading strategy in an undergraduate Cell Biology course, creating 20 … , students rely on intrinsic factors for mastery rather than extrinsic ones, thus improving …",https://scholar.google.com/scholar?q=related:1q07fx1TIrYJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.2c00740,"KJ McKnelly, WJ Howitz, TA Thane, ...","Specifications grading at scale: Improved letter grades and grading-related interactions in a course with over 1,000 students",2023,Journal of Chemical …,ACS Publications,https://scholar.google.com/scholar?cites=16523024816661620194&as_sdt=2005&sciodt=2007&hl=en,https://pubs.acs.org/doi/full/10.1021/acs.jchemed.2c00740,11,14,8/15/24 20:39,,10.1021/acs.jchemed.2c00740,,,,,,,11,11,3,4,1,"… rubrics for notebook pages were designed by type of experiment (technique-focused, reaction… ask about if and how specifications grading systems improve equity in the classroom, such …",https://scholar.google.com/scholar?q=related:4mUULIeTTeUJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://ieeexplore.ieee.org/abstract/document/1263320/,"RL Armacost, J Pet-Armacost",Using mastery-based grading to facilitate learning,2003,33rd Annual Frontiers in …,ieeexplore.ieee.org,https://scholar.google.com/scholar?cites=3529240660519030474&as_sdt=2005&sciodt=2007&hl=en,https://www.researchgate.net/profile/Julia-Pet-Armacost/publication/4054523_Using_mastery-based_grading_to_facilitate_learning/links/00b7d52a208867021a000000/Using-mastery-based-grading-to-facilitate-learning.pdf,52,9,8/15/24 20:39,,,,,,,,,52,2.48,26,2,21,"… Some of the increase is likely due to improving test-taking skills, but since there was an increasing difficulty in the test questions, there is a strong possibility that this method is …",https://scholar.google.com/scholar?q=related:yg4ama5h-jAJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://dl.acm.org/doi/abs/10.1145/3545945.3569810,"A Lionelle, S Ghosh, M Moraes, T Winick, ...",A Flexible Formative/Summative Grading System for Large Courses,2023,Proceedings of the 54th …,dl.acm.org,https://scholar.google.com/scholar?cites=14438496999809923625&as_sdt=2005&sciodt=2007&hl=en,https://dl.acm.org/doi/pdf/10.1145/3545945.3569810,5,90,8/15/24 20:39,,10.1145/3545945.3569810,,,,,,,5,5,1,5,1,… formative assignments for additional practice without a distinction between race or … grading has contributed to our current equity gaps and recommends replacing it with contract grading…,https://scholar.google.com/scholar?q=related:Kbo23IXYX8gJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://link.springer.com/article/10.1186/s43031-024-00106-8,"EL Hackerson, T Slominski, N Johnson, ...",Alternative grading practices in undergraduate STEM education: a scoping review,2024,Disciplinary and …,Springer,,https://link.springer.com/article/10.1186/s43031-024-00106-8,0,105,8/15/24 20:39,HTML,10.1186/s43031-024-00106-8,,,,,,,0,0,0,4,1,"… Out of this small group grew an interest in alternative grading, both in practice (ie, how do we implement this in a large enrollment, first-year course) and research (ie, what impact do …",https://scholar.google.com/scholar?q=related:4j5SuGCaaboJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://dl.acm.org/doi/fullHtml/10.1145/3582559,KV Assiter,Integrating Grading for Equity Practices into Project-Based Computer Science Curriculum,2023,ACM Inroads,dl.acm.org,https://scholar.google.com/scholar?cites=13463493187767168292&as_sdt=2005&sciodt=2007&hl=en,,3,100,8/15/24 20:39,,10.1145/3582559,,,,,,,3,3,3,1,1,"… the future, I will add online scored practice quizzes to each module (scores … practice exam as many times as they like until they get a perfect score. The question types from these practice …",https://scholar.google.com/scholar?q=related:JO3AvLjv17oJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.6b00651,"S Toledo, JM Dubas",A learner-centered grading method focused on reaching proficiency with course learning outcomes,2017,Journal of Chemical Education,ACS Publications,https://scholar.google.com/scholar?cites=890371493488651624&as_sdt=2005&sciodt=2007&hl=en,,50,51,8/15/24 20:39,,10.1021/acs.jchemed.6b00651,,,,,,,50,7.14,25,2,7,… use grading feedback as a tool for learning is a continual challenge for educators. This work proposes a method for … This method combines elements of standards-based grading into a …,https://scholar.google.com/scholar?q=related:aG2G6yc8WwwJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://books.google.com/books?hl=en&lr=&id=XEbGEAAAQBAJ&oi=fnd&pg=PP1&dq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&ots=XLmkx7QaXm&sig=2olQy3K8o_0s-AeYvIS21nNMbMg,J Feldman,"Grading for equity: What it is, why it matters, and how it can transform schools and classrooms",2023,,books.google.com,https://scholar.google.com/scholar?cites=12610180664531203656&as_sdt=2005&sciodt=2007&hl=en,https://www.nysed.gov/sites/default/files/programs/bilingual-ed/considerations-for-progress-monitoring-for-ells-with-equity-in-mind-2020-07-06.pdf,369,6,8/15/24 20:39,BOOK,,,,,,,,369,369,369,1,1,"… of grading when talking about equity, but in Grading for Equity… us see why grading is an integral part of an equity agenda. … or what makes a grading practice equitable. We maintain the …",https://scholar.google.com/scholar?q=related:SLbhtoBcAK8J:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.tandfonline.com/doi/abs/10.1080/87567555.2021.2018396,"AC Streifer, MS Palmer",Is specifications grading right for me?: A readiness assessment to help instructors decide,2023,College Teaching,Taylor &Francis,https://scholar.google.com/scholar?cites=17492550311858520330&as_sdt=2005&sciodt=2007&hl=en,,10,7,8/15/24 20:39,,10.1080/87567555.2021.2018396,,,,,,,10,10,5,2,1,… of specifications grading include: the relationship between grades and student motivation; transparency and educational equity; … Specifications grading is a method of assessing student …,https://scholar.google.com/scholar?q=related:CsH5QdQFwvIJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://journals.asm.org/doi/abs/10.1128/jmbe.00236-22,"JJ Donato, TC Marsh",Specifications grading is an effective approach to teaching biochemistry,2023,Journal of microbiology &biology …,Am Soc Microbiol,https://scholar.google.com/scholar?cites=680251456539812375&as_sdt=2005&sciodt=2007&hl=en,https://journals.asm.org/doi/pdf/10.1128/jmbe.00236-22,6,33,8/15/24 20:39,,10.1128/jmbe.00236-22,,,,,,,6,6,3,2,1,"… the specifications grading-based strategy, including reduced test anxiety, better knowledge retention, and increased flexibility. In this study, specifications grading was … Improving student …",https://scholar.google.com/scholar?q=related:F2L_eBi9cAkJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://academicworks.cuny.edu/ahpp/vol7/iss1/3/?fbclid=IwAR0S2bHpb9Dmj1rsmH3G1E7SCmdbr6Wv7lOp0sesG-Wtg4Ybzzm4uLKEsNk,"L DiSalvo, N Ross","Ungrading in art history: Grade inflation, student engagement, and social equity",2022,Art History Pedagogy &Practice,academicworks.cuny.edu,https://scholar.google.com/scholar?cites=16763633588446359065&as_sdt=2005&sciodt=2007&hl=en,https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1079&context=ahpp,7,34,8/15/24 20:39,,,,,,,,,7,3.5,4,2,2,… ungrading as a pedagogical practice … of ungrading as a pedagogical practice would be to collect data about the retention and graduation rates of students after participating in ungrading …,https://scholar.google.com/scholar?q=related:Ge4mYO5jpOgJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://scholarworks.iu.edu/journals/index.php/josotl/article/view/13783,"MF Christie, P Grainger, R Dahlgren, ...",Improving the quality of assessment grading tools in master of education courses: A comparative case study in the scholarship of teaching and learning,2015,Journal of the …,scholarworks.iu.edu,https://scholar.google.com/scholar?cites=6815074623585652696&as_sdt=2005&sciodt=2007&hl=en,https://scholarworks.iu.edu/journals/index.php/josotl/article/download/13783/26243/,32,61,8/15/24 20:39,,,,,,,,,32,3.56,8,4,9,"… As a result, there has been a renewed focus on improving assessment practice in tertiary education because of its powerful impact on the quality of learning and eventually the quality of …",https://scholar.google.com/scholar?q=related:2A-aKEMClF4J:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.learntechlib.org/p/188129/,"G Albano, N Capuano, A Pierri",Adaptive peer grading and formative assessment,2017,Journal of e-Learning and …,learntechlib.org,https://scholar.google.com/scholar?cites=8399325394934501530&as_sdt=2005&sciodt=2007&hl=en,https://www.learntechlib.org/p/188129/article_188129.pdf,23,67,8/15/24 20:39,,,,,,,,,23,3.29,8,3,7,"… strategy that contributes to improve students’ learning is widely recognized (William, 2007) In this paper, we attempted to understand if peer grading … peer grading as a tool for improving …",https://scholar.google.com/scholar?q=related:mhD99fFlkHQJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.tandfonline.com/doi/abs/10.1080/14703297.2015.1022200,"P Grainger, K Weir",An alternative grading tool for enhancing assessment practice and quality assurance in higher education,2016,Innovations in Education and Teaching …,Taylor &Francis,https://scholar.google.com/scholar?cites=13238813147776765430&as_sdt=2005&sciodt=2007&hl=en,https://core.ac.uk/download/pdf/196153489.pdf,42,71,8/15/24 20:39,,10.1080/14703297.2015.1022200,,,,,,,42,5.25,21,2,8,… implementing a new style of grading tool for judging the … grading tool assisted staff in improving their capacity to implement standards-based assessment in line with current ‘best practice…,https://scholar.google.com/scholar?q=related:9k0BaWq2ubcJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://books.google.com/books?hl=en&lr=&id=RVkIEQAAQBAJ&oi=fnd&pg=PA115&dq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&ots=-jGH5eUJEB&sig=K3IWvvvwUH2kwcOyEoDIDwWJS5c,A Lince,LABOR-BASED GRADING,2024,Effective Alternative Assessment Practices in Higher …,books.google.com,,,0,113,8/15/24 20:39,,,,,,,,,0,0,0,1,1,"… alternative grading method … grading does not simply mean not using grades on assignments. At its core, I believe this assessment method is one that is rooted in compassion and equity, …",https://scholar.google.com/scholar?q=related:-gezqlNQ_PcJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://iubmb.onlinelibrary.wiley.com/doi/abs/10.1002/bmb.21200,"GA Carrasco, KC Behling, ...",A novel grading strategy for team‐based learning exercises in a hands‐on course in molecular biology for senior undergraduate underrepresented students in …,2019,… and Molecular Biology …,Wiley Online Library,https://scholar.google.com/scholar?cites=9365908569404504306&as_sdt=2005&sciodt=2007&hl=en,https://iubmb.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bmb.21200,19,132,8/15/24 20:39,,10.1002/bmb.21200,,,,,,,19,3.8,6,3,5,"… Team-based learning (TBL) is a small group learning strategy originally developed by L. … Previously, we have reported success of this method in improving outcomes for poorly …",https://scholar.google.com/scholar?q=related:8ngknjhk-oEJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.jstor.org/stable/43762768,HD Foth,Improving learning with mastery learning,1974,NACTA Journal,JSTOR,https://scholar.google.com/scholar?cites=17424774281319318272&as_sdt=2005&sciodt=2007&hl=en,,7,176,8/15/24 20:39,,,,,,,,,7,0.14,7,1,50,"… with one method, others learn best with other methods. Any particular teaching method tends … This paper discusses a format for mastery learning that the author found successful and the …",https://scholar.google.com/scholar?q=related:AINmceM70fEJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://scholar.archive.org/work/sx55nhor6vgmxmkmfs5w7el7xq/access/wayback/https://cms.jee.org/11145.pdf,V Young,Student Development of Grading and Assessment Criteria,2002,2002 Annual Conference,scholar.archive.org,,https://scholar.archive.org/work/sx55nhor6vgmxmkmfs5w7el7xq/access/wayback/https://cms.jee.org/11145.pdf,0,193,8/15/24 20:39,PDF,,,,,,,,0,0,0,1,22,… Building a “grading sheet” is a formalized procedure for defining the … grading rubrics. Some prior experience in this course suggests that this may be a productive strategy for improving …,https://scholar.google.com/scholar?q=related:nXMG8ur1v1IJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
